,Week,FRM30YR
2481,2018-10-18 00:00:00,4.85
2482,2018-10-25 00:00:00,4.86
2483,2018-11-01 00:00:00,4.83
2484,2018-11-08 00:00:00,4.94
2485,2018-11-15 00:00:00,4.94
2486,2018-11-21 00:00:00,4.81
2487,2018-11-29 00:00:00,4.81
2488,2018-12-06 00:00:00,4.75
2489,2018-12-13 00:00:00,4.63
2490,2018-12-20 00:00:00,4.62
2491,2018-12-27 00:00:00,4.55
2492,2019-01-03 00:00:00,4.51
2493,2019-01-10 00:00:00,4.45
2494,2019-01-17 00:00:00,4.45
2495,2019-01-24 00:00:00,4.45
2496,2019-01-31 00:00:00,4.46
2497,2019-02-07 00:00:00,4.41
2498,2019-02-14 00:00:00,4.37
2499,2019-02-21 00:00:00,4.35
2500,2019-02-28 00:00:00,4.35
2501,2019-03-07 00:00:00,4.41
2502,2019-03-14 00:00:00,4.31
2503,2019-03-21 00:00:00,4.28
2504,2019-03-28 00:00:00,4.06
2505,2019-04-04 00:00:00,4.08
2506,2019-04-11 00:00:00,4.12
2507,2019-04-18 00:00:00,4.17
2508,2019-04-25 00:00:00,4.2
2509,2019-05-02 00:00:00,4.14
2510,2019-05-09 00:00:00,4.1
2511,2019-05-16 00:00:00,4.07
2512,2019-05-23 00:00:00,4.06
2513,2019-05-30 00:00:00,3.99
2514,2019-06-06 00:00:00,3.82
2515,2019-06-13 00:00:00,3.82
2516,2019-06-20 00:00:00,3.84
2517,2019-06-27 00:00:00,3.73
2518,2019-07-03 00:00:00,3.75
2519,2019-07-11 00:00:00,3.75
2520,2019-07-18 00:00:00,3.81
2521,2019-07-25 00:00:00,3.75
2522,2019-08-01 00:00:00,3.75
2523,2019-08-08 00:00:00,3.6
2524,2019-08-15 00:00:00,3.6
2525,2019-08-22 00:00:00,3.55
2526,2019-08-29 00:00:00,3.58
2527,2019-09-05 00:00:00,3.49
2528,2019-09-12 00:00:00,3.56
2529,2019-09-19 00:00:00,3.73
2530,2019-09-26 00:00:00,3.64
2531,2019-10-03 00:00:00,3.65
2532,2019-10-10 00:00:00,3.57
2533,2019-10-17 00:00:00,3.69
2534,2019-10-24 00:00:00,3.75
2535,2019-10-31 00:00:00,3.78
2536,2019-11-07 00:00:00,3.69
2537,2019-11-14 00:00:00,3.75
2538,2019-11-21 00:00:00,3.66
2539,2019-11-27 00:00:00,3.68
2540,2019-12-05 00:00:00,3.68
2541,2019-12-12 00:00:00,3.73
2542,2019-12-19 00:00:00,3.73
2543,2019-12-26 00:00:00,3.74
2544,2020-01-02 00:00:00,3.72
2545,2020-01-09 00:00:00,3.64
2546,2020-01-16 00:00:00,3.65
2547,2020-01-23 00:00:00,3.6
2548,2020-01-30 00:00:00,3.51
2549,2020-02-06 00:00:00,3.45
2550,2020-02-13 00:00:00,3.47
2551,2020-02-20 00:00:00,3.49
2552,2020-02-27 00:00:00,3.45
2553,2020-03-05 00:00:00,3.29
2554,2020-03-12 00:00:00,3.36
2555,2020-03-19 00:00:00,3.65
2556,2020-03-26 00:00:00,3.5
2557,2020-04-02 00:00:00,3.33
2558,2020-04-09 00:00:00,3.33
2559,2020-04-16 00:00:00,3.31
2560,2020-04-23 00:00:00,3.33
2561,2020-04-30 00:00:00,3.23
2562,2020-05-07 00:00:00,3.26
2563,2020-05-14 00:00:00,3.28
2564,2020-05-21 00:00:00,3.24
2565,2020-05-28 00:00:00,3.15
2566,2020-06-04 00:00:00,3.18
2567,2020-06-11 00:00:00,3.21
2568,2020-06-18 00:00:00,3.13
2569,2020-06-25 00:00:00,3.13
2570,2020-07-02 00:00:00,3.07
2571,2020-07-09 00:00:00,3.03
2572,2020-07-16 00:00:00,2.98
2573,2020-07-23 00:00:00,3.01
2574,2020-07-30 00:00:00,2.99
2575,2020-08-06 00:00:00,2.88
2576,2020-08-13 00:00:00,2.96
2577,2020-08-20 00:00:00,2.99
2578,2020-08-27 00:00:00,2.91
2579,2020-09-03 00:00:00,2.93
2580,2020-09-10 00:00:00,2.86
2581,2020-09-17 00:00:00,2.87
2582,2020-09-24 00:00:00,2.9
2583,2020-10-01 00:00:00,2.88
2584,2020-10-08 00:00:00,2.87
2585,2020-10-15 00:00:00,2.81
2586,2020-10-22 00:00:00,2.8
2587,2020-10-29 00:00:00,2.81
2588,2020-11-05 00:00:00,2.78
2589,2020-11-12 00:00:00,2.84
2590,2020-11-19 00:00:00,2.72
2591,2020-11-25 00:00:00,2.72
2592,2020-12-03 00:00:00,2.71
2593,2020-12-10 00:00:00,2.71
2594,2020-12-17 00:00:00,2.67
2595,2020-12-24 00:00:00,2.66
2596,2020-12-31 00:00:00,2.67
2597,2021-01-07 00:00:00,2.65
2598,2021-01-14 00:00:00,2.79
2599,2021-01-21 00:00:00,2.77
2600,2021-01-28 00:00:00,2.73
2601,2021-02-04 00:00:00,2.73
2602,2021-02-11 00:00:00,2.73
2603,2021-02-18 00:00:00,2.81
2604,2021-02-25 00:00:00,2.97
2605,2021-03-04 00:00:00,3.02
2606,2021-03-11 00:00:00,3.05
2607,2021-03-18 00:00:00,3.09
2608,2021-03-25 00:00:00,3.17
2609,2021-04-01 00:00:00,3.18
2610,2021-04-08 00:00:00,3.13
2611,2021-04-15 00:00:00,3.04
2612,2021-04-22 00:00:00,2.97
2613,2021-04-29 00:00:00,2.98
2614,2021-05-06 00:00:00,2.96
2615,2021-05-13 00:00:00,2.94
2616,2021-05-20 00:00:00,3.0
2617,2021-05-27 00:00:00,2.95
2618,2021-06-03 00:00:00,2.99
2619,2021-06-10 00:00:00,2.96
2620,2021-06-17 00:00:00,2.93
2621,2021-06-24 00:00:00,3.02
2622,2021-07-01 00:00:00,2.98
2623,2021-07-08 00:00:00,2.9
2624,2021-07-15 00:00:00,2.88
2625,2021-07-22 00:00:00,2.78
2626,2021-07-29 00:00:00,2.8
2627,2021-08-05 00:00:00,2.77
2628,2021-08-12 00:00:00,2.87
2629,2021-08-19 00:00:00,2.86
2630,2021-08-26 00:00:00,2.87
2631,2021-09-02 00:00:00,2.87
2632,2021-09-09 00:00:00,2.88
2633,2021-09-16 00:00:00,2.86
2634,2021-09-23 00:00:00,2.88
2635,2021-09-30 00:00:00,3.01
2636,2021-10-07 00:00:00,2.99
2637,2021-10-14 00:00:00,3.05
2638,2021-10-21 00:00:00,3.09
2639,2021-10-28 00:00:00,3.14
2640,2021-11-04 00:00:00,3.09
2641,2021-11-10 00:00:00,2.98
2642,2021-11-18 00:00:00,3.1
2643,2021-11-24 00:00:00,3.1
2644,2021-12-02 00:00:00,3.11
2645,2021-12-09 00:00:00,3.1
2646,2021-12-16 00:00:00,3.12
2647,2021-12-23 00:00:00,3.05
2648,2021-12-30 00:00:00,3.11
2649,2022-01-06 00:00:00,3.22
2650,2022-01-13 00:00:00,3.45
2651,2022-01-20 00:00:00,3.56
2652,2022-01-27 00:00:00,3.55
2653,2022-02-03 00:00:00,3.55
2654,2022-02-10 00:00:00,3.69
2655,2022-02-17 00:00:00,3.92
2656,2022-02-24 00:00:00,3.89
2657,2022-03-03 00:00:00,3.76
2658,2022-03-10 00:00:00,3.85
2659,2022-03-17 00:00:00,4.16
2660,2022-03-24 00:00:00,4.42
2661,2022-03-31 00:00:00,4.67
2662,2022-04-07 00:00:00,4.72
2663,2022-04-14 00:00:00,5.0
2664,2022-04-21 00:00:00,5.11
2665,2022-04-28 00:00:00,5.1
2666,2022-05-05 00:00:00,5.27
2667,2022-05-12 00:00:00,5.3
2668,2022-05-19 00:00:00,5.25
2669,2022-05-26 00:00:00,5.1
2670,2022-06-02 00:00:00,5.09
2671,2022-06-09 00:00:00,5.23
2672,2022-06-16 00:00:00,5.78
2673,2022-06-23 00:00:00,5.81
2674,2022-06-30 00:00:00,5.7
2675,2022-07-07 00:00:00,5.3
2676,2022-07-14 00:00:00,5.51
2677,2022-07-21 00:00:00,5.54
2678,2022-07-28 00:00:00,5.3
2679,2022-08-04 00:00:00,4.99
2680,2022-08-11 00:00:00,5.22
2681,2022-08-18 00:00:00,5.13
2682,2022-08-25 00:00:00,5.55
2683,2022-09-01 00:00:00,5.66
2684,2022-09-08 00:00:00,5.89
2685,2022-09-15 00:00:00,6.02
2686,2022-09-22 00:00:00,6.29
2687,2022-09-29 00:00:00,6.7
2688,2022-10-06 00:00:00,6.66
2689,2022-10-13 00:00:00,6.92
2690,2022-10-20 00:00:00,6.94
2691,2022-10-27 00:00:00,7.08
2692,2022-11-03 00:00:00,6.95
2693,2022-11-10 00:00:00,7.08
2694,2022-11-17 00:00:00,6.61
2695,2022-11-23 00:00:00,6.58
2696,2022-12-01 00:00:00,6.49
2697,2022-12-08 00:00:00,6.33
2698,2022-12-15 00:00:00,6.31
2699,2022-12-22 00:00:00,6.27
2700,2022-12-29 00:00:00,6.42
2701,2023-01-05 00:00:00,6.48
2702,2023-01-12 00:00:00,6.33
2703,2023-01-19 00:00:00,6.15
2704,2023-01-26 00:00:00,6.13
2705,2023-02-02 00:00:00,6.09
2706,2023-02-09 00:00:00,6.12
2707,2023-02-16 00:00:00,6.32
