,Sqft,Yr Built,V,PP,price,date,address,Br,Ba,LSqft,DOM,year,month,Mor,SFR,CONDO,TWNHS,COMRES,DPLX,COOP,TPLX,MANL,QUAD,STD,TRUS,PRO,NOD,TPAP,CONS,BNKR,REO,AUC
92,1311,1996,False,False,645000,2022-03-18,1283 Chaparral CIR  ,2,2.0,1311.0,7,2022,3,4.16,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
9,751,1987,True,False,416000,2022-03-18,1019 Southwood DR   #J,1,1.0,751.0,5,2022,3,4.16,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
249,1700,1954,True,False,915000,2022-03-16,2548 Santa Clara ST  ,3,3.0,7421.0,6,2022,3,3.85,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
229,600,1963,True,False,890000,2022-03-15,450 Hathway AVE  ,1,2.0,4604.0,4,2022,3,3.85,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
43,1452,1966,True,False,530000,2022-03-14,1186 Oceanaire DR  ,2,2.0,1188.0,1,2022,3,3.85,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
179,1247,1986,True,False,800000,2022-03-14,863 Alyssum CT   #25,2,3.0,1247.0,0,2022,3,3.85,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
320,1214,1960,True,False,1100000,2022-03-14,2357 Boulevard Del Campo   ,3,3.0,5904.0,23,2022,3,3.85,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
102,1365,1982,True,False,652500,2022-03-11,528 Hathway AVE   #B,2,2.0,1365.0,0,2022,3,3.85,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
221,1160,1949,True,False,880000,2022-03-10,471 Lincoln ST  ,3,3.0,5000.0,6,2022,3,3.76,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
370,1604,1961,False,False,1245000,2022-03-10,3462 Gregory CT  ,3,3.0,13363.0,6,2022,3,3.76,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
225,1800,1966,True,False,882000,2022-03-10,1265 Oceanaire DR  ,4,2.0,6900.0,14,2022,3,3.76,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
52,940,1985,False,False,560000,2022-03-09,45 Stenner ST   #I,2,2.0,940.0,9,2022,3,3.76,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
428,2547,2013,True,False,1523000,2022-03-07,279 Lawrence DR  ,3,2.0,8818.0,4,2022,3,3.76,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
96,918,1975,True,False,650000,2022-03-07,570 Peach ST   #29,2,3.0,918.0,7,2022,3,3.76,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
387,2122,2019,True,False,1300000,2022-03-07,4149 Righetti Ranch RD  ,3,4.0,5000.0,2,2022,3,3.76,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
313,1216,1949,False,False,1100000,2022-03-07,706 Murray AVE  ,3,2.0,7500.0,0,2022,3,3.76,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
132,1410,2009,True,False,699000,2022-03-04,852 Tarragon LN   #1308,2,2.0,1410.0,15,2022,3,3.76,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
448,4292,1961,True,False,1660000,2022-03-04,244 Albert DR  ,5,4.0,13800.0,81,2022,3,3.76,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
323,2087,1986,True,False,1100000,2022-03-01,954 Capistrano CT  ,4,2.0,8058.0,0,2022,3,3.89,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
80,972,1910,False,False,620000,2022-03-01,195 Brook ST  ,3,2.0,2789.0,23,2022,3,3.89,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
398,2217,1991,True,False,1355555,2022-03-01,537 Bluerock DR  ,3,3.0,4500.0,4,2022,3,3.89,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
55,1050,1985,True,False,565000,2022-03-01,55 Stenner ST   #A,2,2.0,1034.0,1,2022,3,3.89,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7,736,2007,True,False,395000,2022-03-01,3592 Broad ST   #200,1,1.0,736.0,83,2022,3,3.89,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
108,1658,2010,True,False,660000,2022-02-25,976 Tarragon LN  ,3,3.0,1658.0,47,2022,2,3.89,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
222,1799,1977,True,False,880000,2022-02-25,1359 Cavalier   ,4,1.0,5000.0,4,2022,2,3.89,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
32,850,1973,True,False,492000,2022-02-22,1750 Prefumo Canyon RD   #37,2,1.0,850.0,3,2022,2,3.92,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
385,1000,1900,True,False,1300000,2022-02-22,1067 Buchon ST  ,2,3.0,3304.0,5,2022,2,3.92,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
128,1389,1987,True,False,690000,2022-02-22,3251 Via Ensenada   ,2,2.0,2000.0,41,2022,2,3.92,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
479,3214,1990,True,False,2200000,2022-02-22,1293 Hanover Place   ,4,2.0,11326.0,4,2022,2,3.92,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
134,1742,1976,False,False,700000,2022-02-22,71 Contenta CT  ,4,3.0,4050.0,4,2022,2,3.92,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
811,1904,2021,True,False,886904,2022-02-21,3703 Rock Garden LN  ,3,2.0,4500.0,10,2022,2,3.92,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
884,2759,2021,True,False,1060248,2022-02-21,3793 Rock Garden Lane   ,4,3.0,4880.0,14,2022,2,3.92,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
196,2099,1990,True,False,835000,2022-02-18,768 Clearview LN  ,3,2.0,5200.0,6,2022,2,3.92,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
48,1100,1980,True,False,554000,2022-02-17,11295 Los Osos Valley RD   #22,2,2.0,1100.0,6,2022,2,3.69,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
413,1641,1962,True,False,1450000,2022-02-17,265 Albert DR  ,4,3.0,9600.0,1,2022,2,3.69,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
294,2471,1925,False,False,1000000,2022-02-16,1022 Mill ST  ,5,3.0,9148.0,47,2022,2,3.69,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
328,1226,1935,True,False,1135000,2022-02-15,503 Mitchell DR  ,3,2.0,5000.0,9,2022,2,3.69,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
367,2100,1985,True,False,1225000,2022-02-15,391 Woodbridge ST  ,3,3.0,6700.0,10,2022,2,3.69,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
277,1224,1920,True,False,970000,2022-02-14,889 Buchon ST  ,2,2.0,3825.0,21,2022,2,3.69,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
468,2044,1950,True,False,1846155,2022-02-14,1260 Stafford Street   ,6,4.0,5000.0,4,2022,2,3.69,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
446,2429,1966,True,False,1635000,2022-02-10,381 Santa Maria AVE  ,5,4.0,8240.0,12,2022,2,3.55,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
33,1001,1973,True,False,493000,2022-02-10,1750 Prefumo Canyon RD   #51,2,2.0,1001.0,5,2022,2,3.55,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
466,3022,1990,True,False,1825000,2022-02-10,796 Greystone PL  ,3,4.0,9228.0,5,2022,2,3.55,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
77,1243,1980,False,False,615000,2022-02-09,1351 Royal Way    #21,3,1.0,3433.0,0,2022,2,3.55,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
29,971,1984,True,False,485000,2022-02-09,365 N Chorro ST   #A,2,2.0,971.0,63,2022,2,3.55,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
350,1478,1989,True,False,1200000,2022-02-07,1357 Ironbark ST  ,3,3.0,6164.0,3,2022,2,3.55,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
990,3293,2000,True,False,2295000,2022-02-07,225 Blue Granite LN  ,3,2.0,108900.0,95,2022,2,3.55,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
783,1997,1961,False,False,850000,2022-02-07,3658 Lawnwood CT  ,4,3.0,12500.0,152,2022,2,3.55,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
234,1904,2021,True,False,895000,2022-02-04,1434 Quarry CT  ,3,3.0,3738.0,0,2022,2,3.55,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
93,1389,1987,True,False,645000,2022-02-04,226 Via La Paz   ,2,1.0,2000.0,57,2022,2,3.55,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
425,1690,2017,True,False,1500000,2022-01-28,1328 Morro ST   #120,3,3.0,1600.0,8,2022,1,3.55,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
337,1674,1961,True,False,1150000,2022-01-28,3689 Lawnwood DR  ,4,3.0,7448.0,7,2022,1,3.55,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
15,860,1973,True,False,440000,2022-01-28,1750 Prefumo Canyon Road #70   ,2,1.0,860.0,6,2022,1,3.55,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
410,2007,2001,True,False,1438848,2022-01-27,1547 Beach ST  ,3,3.0,5000.0,9,2022,1,3.56,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
31,1190,1982,True,False,491000,2022-01-27,3335 Broad ST   #18,2,2.0,1190.0,2,2022,1,3.56,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
212,1518,1979,True,False,862125,2022-01-27,720 Leff ST  ,3,2.0,1129.0,0,2022,1,3.56,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12,1456,2004,True,False,427175,2022-01-21,1590 Eto CIR  ,3,1.0,3500.0,4,2022,1,3.56,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
10,1028,1984,True,False,419000,2022-01-21,355 N Chorro ST   #B,2,3.0,1028.0,0,2022,1,3.56,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
300,1758,1940,True,False,1025000,2022-01-18,384 Islay   ,4,3.0,6750.0,7,2022,1,3.45,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
296,2413,1977,True,False,1005000,2022-01-18,1750 Portola ST  ,4,3.0,8000.0,6,2022,1,3.45,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
79,1243,1980,True,False,620000,2022-01-18,1351 Royal WAY   #26,3,3.0,3363.0,6,2022,1,3.45,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
13,966,1987,True,False,427500,2022-01-14,1035 Southwood DR   #F,2,2.0,966.0,13,2022,1,3.45,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
297,1565,1995,True,False,1010000,2022-01-13,2035 Rachel   ,3,2.0,6041.0,5,2022,1,3.22,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
137,1627,1987,True,False,705000,2022-01-13,202 Via San Blas   ,3,2.0,2133.0,7,2022,1,3.22,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
491,4620,2009,True,False,2825000,2022-01-13,1010 Paseo De Caballo   ,5,1.0,48352.0,9,2022,1,3.22,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
767,1865,2021,True,False,824330,2022-01-11,3618 Lemon Grove LN  ,3,3.0,3229.0,13,2022,1,3.22,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
404,1611,1959,True,False,1405000,2022-01-10,1363 Oakwood CT  ,4,3.0,12341.0,4,2022,1,3.22,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
442,2558,1979,True,False,1615000,2022-01-07,2415 Leona AVE  ,3,5.0,7500.0,3,2022,1,3.22,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
381,2294,1931,True,False,1299000,2022-01-06,73 Chorro ST  ,5,3.0,6000.0,15,2022,1,3.11,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
929,3000,1925,True,True,1295000,2022-01-05,2243 Santa Ynez AVE  ,4,3.0,15000.0,14,2022,1,3.11,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
434,2295,1953,True,False,1595000,2022-01-04,2071 Hope ST  ,5,4.0,8100.0,8,2022,1,3.11,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
139,1726,2021,False,False,709900,2022-01-03,1225 Sponza Dr   ,3,2.0,4500.0,5,2022,1,3.11,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
86,1074,1940,True,False,633000,2021-12-30,260 South St.   ,3,3.0,5446.0,41,2021,12,3.05,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
27,794,1920,True,False,475750,2021-12-30,261 Branch St.   ,2,2.0,3638.0,10,2021,12,3.05,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
340,2101,2000,True,False,1160000,2021-12-30,546 Bluerock CT  ,4,2.0,4839.0,12,2021,12,3.05,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
252,2076,2015,True,False,925000,2021-12-29,3249 Cherry LN  ,3,4.0,5440.0,3,2021,12,3.05,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
994,4877,1976,True,False,3250000,2021-12-29,1025 Rimrock LN  ,4,3.0,435600.0,86,2021,12,3.05,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
105,1483,1976,True,False,655000,2021-12-27,86 Los Palos DR  ,3,2.0,4230.0,14,2021,12,3.05,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
76,1300,1997,True,False,615000,2021-12-27,1205 Manzanita WAY  ,2,1.0,1802.0,0,2021,12,3.05,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
997,4977,1908,True,False,3550000,2021-12-23,850 -858 Buchon ST  ,6,2.0,21054.0,174,2021,12,3.12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
984,4618,1903,True,False,1954000,2021-12-23,6425 Edna RD  ,5,1.0,108900.0,50,2021,12,3.12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
156,1365,1961,True,False,754000,2021-12-23,1120 Madonna RD  ,3,1.0,6000.0,9,2021,12,3.12,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
418,2115,2007,True,False,1493000,2021-12-21,1950 Hays St   ,4,3.0,6650.0,0,2021,12,3.12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
339,1415,2012,True,False,1158000,2021-12-21,629 Woodbridge ST  ,3,4.0,7350.0,5,2021,12,3.12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
148,1617,1988,True,False,730000,2021-12-20,298 Via San Blas   ,3,3.0,2133.0,8,2021,12,3.12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
169,1380,1961,True,False,785000,2021-12-20,1266 Madonna RD  ,4,2.0,6100.0,19,2021,12,3.12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
114,1245,2017,True,False,673000,2021-12-17,3202 Fennel LN  ,2,3.0,1885.0,8,2021,12,3.12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
857,1753,2014,True,False,970000,2021-12-16,784 Chorro ST  ,3,4.0,3029.0,48,2021,12,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
369,1728,1971,True,False,1244665,2021-12-16,618 Serrano DR  ,3,3.0,8106.0,6,2021,12,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
104,975,1963,True,False,653000,2021-12-15,1403 Garcia DR  ,3,1.0,5850.0,19,2021,12,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
599,1296,2020,False,False,578950,2021-12-15,1215 Sponza Dr   ,2,3.0,4500.0,109,2021,12,3.1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
548,1322,1985,False,False,462000,2021-12-14,1445 Prefumo Canyon RD   #29,2,2.0,1322.0,116,2021,12,3.1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
766,1518,2021,True,False,821000,2021-12-14,3073 Rockview PL  ,3,3.0,3960.0,29,2021,12,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
276,1403,1951,True,False,968000,2021-12-10,398 Tolosa WAY  ,3,2.0,6900.0,35,2021,12,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
100,1389,1987,True,False,650000,2021-12-09,219 Via La Paz   ,2,2.0,1987.0,17,2021,12,3.11,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
223,1895,1972,True,False,880000,2021-12-09,3195 Lirio CT  ,4,3.0,7600.0,20,2021,12,3.11,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
420,2932,1995,True,False,1500000,2021-12-09,2056 Royal WAY  ,3,2.0,18500.0,5,2021,12,3.11,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
659,970,1950,True,False,675500,2021-12-09,615 Caudill ST  ,2,2.0,5326.0,41,2021,12,3.11,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
354,2400,1994,True,False,1200000,2021-12-08,4633 Snapdragon WAY  ,3,3.0,6243.0,5,2021,12,3.11,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
30,825,2014,True,False,489000,2021-12-07,878 Lawrence DR  ,2,2.0,822.0,14,2021,12,3.11,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
759,1865,2021,True,False,812720,2021-12-06,3640 Ranch House RD  ,3,3.0,3229.0,12,2021,12,3.11,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
737,1528,1991,True,False,790000,2021-12-06,574 Dana ST   #B,2,2.0,5766.0,47,2021,12,3.11,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
736,1528,1991,True,False,790000,2021-12-06,574 Dana ST   #B,2,2.0,5766.0,41,2021,12,3.11,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
494,4438,2001,True,False,3050000,2021-12-03,6355 Mira Cielo   ,4,2.0,168142.0,5,2021,12,3.11,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
232,1375,1938,True,False,890000,2021-12-03,245 Lincoln   ,3,3.0,6678.0,12,2021,12,3.11,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
977,2422,1950,True,False,1765000,2021-12-03,183 Hathway AVE  ,6,2.0,10366.0,55,2021,12,3.11,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
136,1110,1989,False,False,701000,2021-12-02,1020 Bluebell WAY   #62,2,2.0,1110.0,1,2021,12,3.1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
219,1428,1960,True,False,875000,2021-12-02,2020 Johnson AVE  ,3,3.0,7050.0,0,2021,12,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
856,2098,2020,True,False,960753,2021-11-30,3756 Rock Garden LN  ,4,2.0,4242.0,14,2021,11,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
314,1736,1966,True,False,1100000,2021-11-29,1751 Sydney ST  ,3,3.0,8540.0,6,2021,11,3.1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
359,2002,1906,True,False,1200000,2021-11-29,551 Branch ST  ,3,3.0,6372.0,4,2021,11,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
973,3406,1916,True,False,1695000,2021-11-29,2105 Johnson AVE  ,6,1.0,13068.0,85,2021,11,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
109,1551,1910,True,False,665000,2021-11-29,1413 Archer   ,4,1.0,4800.0,8,2021,11,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
416,1396,1910,True,False,1452000,2021-11-29,1052 Islay ST  ,3,3.0,6950.0,8,2021,11,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
214,1870,1969,True,False,865000,2021-11-24,1783 Southwood DR  ,4,4.0,6097.0,3,2021,11,3.1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
950,2078,1905,True,False,1420000,2021-11-24,1035 Leff ST  ,4,4.0,8250.0,88,2021,11,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
717,1695,2021,True,False,756400,2021-11-24,3634 Lemon Grove LN  ,3,3.0,3150.0,95,2021,11,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
246,1757,1978,True,False,909000,2021-11-23,672 Serrano DR   #9,3,2.0,1757.0,13,2021,11,3.1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
911,2416,1963,True,False,1210000,2021-11-22,3164 Flora ST  ,4,2.0,12000.0,31,2021,11,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
125,980,1948,False,False,685000,2021-11-19,1061 Murray AVE  ,3,2.0,5000.0,10,2021,11,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
467,3667,2001,True,False,1825000,2021-11-19,863 Greystone PL  ,4,8.0,10803.0,3,2021,11,3.1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
101,1140,1969,True,False,650000,2021-11-18,2183 Santa Ynez AVE  ,3,3.0,4341.0,28,2021,11,2.98,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
388,1272,1927,True,False,1301000,2021-11-18,772 Johnson AVE  ,3,2.0,10890.0,5,2021,11,2.98,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
298,1383,1949,True,False,1022000,2021-11-18,887 Lincoln ST  ,3,2.0,6335.0,3,2021,11,2.98,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
304,1725,1988,True,False,1051000,2021-11-17,2886 Rockview PL  ,3,3.0,4590.0,6,2021,11,2.98,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
273,1657,1987,True,False,952500,2021-11-17,564 Bluerock CT  ,3,3.0,5170.0,5,2021,11,2.98,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
262,1976,1971,True,False,945000,2021-11-17,1695 Royal WAY  ,4,2.0,7400.0,5,2021,11,2.98,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
452,2496,1971,True,True,1682000,2021-11-16,6030 Gallant PL  ,3,4.0,10000.0,5,2021,11,2.98,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
269,1829,1985,True,True,950000,2021-11-15,825 Casitas CT  ,3,3.0,6466.0,4,2021,11,2.98,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
65,1330,1982,True,False,593100,2021-11-15,1106 Oceanaire DR   #6,2,1.0,1330.0,3,2021,11,2.98,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
197,1589,1989,False,False,835000,2021-11-15,1306 Ironbark ST  ,3,3.0,7106.0,6,2021,11,2.98,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
201,1288,1965,True,False,839000,2021-11-12,1249 Oceanaire DR  ,3,2.0,6000.0,23,2021,11,2.98,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
876,1577,2017,True,False,1035000,2021-11-12,1321 Osos ST   #280,2,3.0,1497.0,25,2021,11,2.98,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
719,2124,2016,True,False,760000,2021-11-12,837 Basil LN  ,4,3.0,2530.0,10,2021,11,2.98,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
236,1923,1989,True,False,895000,2021-11-12,1491 Boxwood CT  ,3,2.0,7377.0,8,2021,11,2.98,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
61,1229,2003,True,False,581000,2021-11-10,3051 Augusta ST   #7,2,2.0,1229.0,4,2021,11,3.09,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
73,1244,1996,True,False,611000,2021-11-10,1072 Willow CIR   #19,2,2.0,1244.0,6,2021,11,3.09,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
893,2292,1994,True,False,1105000,2021-11-09,2611 Flora ST  ,3,3.0,6071.0,7,2021,11,3.09,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
459,3072,1988,True,False,1720000,2021-11-09,5794 Pebble Beach WAY  ,4,5.0,11407.0,2,2021,11,3.09,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
173,906,1946,True,False,790000,2021-11-09,775 Rougeot PL  ,2,5.0,5500.0,23,2021,11,3.09,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
985,3200,2003,True,False,2000000,2021-11-08,685 Serpa Ranch RD  ,4,1.0,435600.0,11,2021,11,3.09,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
165,1705,2019,True,False,775000,2021-11-08,2450 Victoria AVE   #102,2,2.0,1595.0,16,2021,11,3.09,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
656,1591,1986,True,False,672000,2021-11-05,1490 Descanso ST   #3,2,3.0,2936.0,81,2021,11,3.09,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
541,860,1973,True,False,435000,2021-11-02,1750 Prefumo Canyon RD   #72,2,2.0,860.0,32,2021,11,3.14,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
965,3369,1989,True,False,1570000,2021-11-02,5855 Brookline LN  ,3,5.0,10593.0,15,2021,11,3.14,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
972,2040,1979,True,False,1675000,2021-11-02,2405 Leona AVE  ,3,1.0,7020.0,23,2021,11,3.14,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
614,924,1947,True,False,609000,2021-11-02,660 South ST  ,2,1.0,2700.0,29,2021,11,3.14,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
460,3279,1965,True,False,1750000,2021-11-01,131 Serrano Heights DR  ,5,3.0,19602.0,4,2021,11,3.14,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
85,950,1940,False,False,630000,2021-11-01,3040 Rockview PL  ,2,3.0,6371.0,8,2021,11,3.14,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
